job_title,company,location,post_date,seniority_level,skills,salary
"Senior Software Engineer, Fullstack",Better Health,"San Francisco, CA",25/12/2023,Mid senior,"Fullstack Software Engineer, JavaScript, React, Node.js, Express, TypeScript, SQL, NoSQL, AWS, GCP, Azure, Docker, CI/CD Pipelines, Cache Servers, Redis, HIPAA Compliance",319354.61
Sr Software Engineer,Leidos,"Alice Springs, Northern Territory, Australia",25/12/2023,Mid senior,"Linux, Windows, Gitlab, Bitbucket, RedHat, CentOS, HTTP, WebSocket, bash, python, perl, XHTML, HTML, XML, XSLT, AWS, Azure, VMWare, Docker, Kubernetes, PPC, MIPS, x86, Arm, RISCV, MIDAS, Analog equipment, XMIDAS software",199822.38
Principal/Sr Principal Software Engineer,Northrop Grumman,"Corinne, UT",25/12/2023,Associate,"Teamcenter Unified PLM, PLM Systems, Agile, Dev*Ops, Engineering, Science, Security+, Scrum, ERP/EVMS/MES, BI reports, Digital thread, Software development, System administration, User support, Project Management, Business process analysis, User Training, Data analysis, Testing, Documentation, Change control, Quality improvement, Lean manufacturing, Communication, Collaboration, Leadership",197406.92
Experienced Software Engineer,Space Dynamics Laboratory,"North Logan, UT",25/12/2023,Mid senior,"Software Development, Image Processing, Agile/Scrum, ObjectOriented Programming, Linux, Windows, C, C++, C#, Java, Python, JavaScript, Docker, Kubernetes, Web Frameworks, Cloud Computing, AWS, Azure, Cybersecurity, Atlassian Tools, ModelBased Systems Engineering, Top Secret Security Clearance",301222.1815
Senior Software Engineer,Conservice,"Logan, UT",25/12/2023,Mid senior,"C#, JavaScript, Microsoft Stack, RESTful APIs, Agile, Software Development, Version Control, Code Reviews, Jenkins, Microsoft Azure",199822.38
Sentinel (GBSD) Embedded Software Engineer / Principal Embedded Software Engineer - 7144-1,Northrop Grumman,"Roy, UT",25/12/2023,Mid senior,"Embedded Software Engineering, Objectoriented programming languages (Java C++), Software product functionality, UI design and development, ModelBased Systems Engineering (SysML/UML), Linux operating systems, Software architecture and design, Agile, DevSecOps, Git, Jenkins, Travis CI, CircleCI, Chef, Puppet, Ansible, Continuous integration, Continuous delivery, Rhapsody, Cameo, Rhapsody, Vectorcast, JIRA, Doors",199822.38
Senior CNO Software Engineer,Space Dynamics Laboratory,"North Logan, UT",25/12/2023,Mid senior,"Cyber Security, C++, Python, Networking, Protocols, Reverse Engineering, DevSecOps, Operating Systems, Processor Architecture, Team Work, Communication, IDA Pro, Ghidra, VHDL, Verilog, CNODP, DoD Experience, Cyber Operations",301222.1815
Sentinel Principal Engineer Software- 10461,Northrop Grumman,"Roy, UT",25/12/2023,Mid senior,"Java, C++, C, DevSecOps, Continuous integration, Continuous delivery, JavaScript, Angular JS, HTML, CSS, Jenkins, Git, Linux, Windows, Active Secret Clearance, Special Access Program (SAP), Agile, Scrum, Kanban, Extreme Programming, Scaled Agile Framework  SAFe",199822.38
Sentinel - Engineer / Principal LSS Software Systems Engineer - 11477,Northrop Grumman,"Roy, UT",25/12/2023,Mid senior,"Weapon System Architecture, Computer Software Architecture, Cameo, Jazz, MES, Microsoft Products, C#, C++, Labview, Agile Development Process, DOORS Requirements Management Database, Electrical, Electromechanical Control, Mechanical, Network, Cyber Defense, Propulsion",199822.38
Experienced Software Engineer with Security Clearance,ClearanceJobs,"North Logan, UT",25/12/2023,Mid senior,"Software Development, Image Processing, C, C++, C#, Java, Python, JavaScript, SQL, Bash, PowerShell, Ruby, ObjectOriented Design, Agile/Scrum, Version Control, Continuous Integration, Testing/TDD, Crossplatform, Objectoriented Design, Docker, Kubernetes, Dynamic Scaling, Web Frameworks, Cloud Technologies, Cybersecurity, Atlassian, Modelbased Systems Engineering",301222.1815
"Software Engineer, Teleoperations Data and Web Applications",Nuro,"Mountain View, CA",25/12/2023,Mid senior,"Typescript, Graphql, React, K8s, Go, Microservices, Data Pipelines, Data Visualization, Web Development, Realtime Systems, Autonomy, Robotics, Cloud Computing, Data Science, Business Logic, Front End, Back End, UX/UI Development",295771.2915
Software Engineer - UI,Delta Dental Ins.,"Oakland, CA",25/12/2023,Mid senior,"Software Engineering, UI Development, JavaScript, Functional Programming, HTML5, CSS3, Responsive Web Design, Accessibility (WCAG 2.0 AA), Node.js, JSON, RESTful Web Services, Gulp/Webpack, ejs/Handlebar, React/Redux, Ember, Single Page Web Applications, UserCentered Design, Progressive Enhancement, Graceful Degradation, SEO, Scrum, Agile, Git/GitHub, Distributed Version Control, Jest, Mocha, Chai, Jasmine, Chrome Developer Tools, Unit Testing",301201.8365
Software Developer (Backend): 23-02730,"Akraya, Inc.","Santa Clara, CA",25/12/2023,Mid senior,"Java, REST, System Design, Coding Standards, Code Reviews, Source Control, Build Processes, Testing, Operations, Technical Communication, Architecture, Design Patterns, Reliability, Scaling, Software Development",319605.3355
Android Software Engineer,Tinder,"Palo Alto, CA",25/12/2023,Mid senior,"Android, Kotlin, Android SDK, Dagger, MVVM/Clean Architecture, Dependency Injection, Coroutines, Unit testing, Git, REST APIs, Postman, SQL, Firebase",301157.7165
"Software Engineer, Developer Experience",Gusto,San Francisco Bay Area,25/12/2023,Mid senior,"Software Development, Ruby, NodeJS, Golang, Docker, Kubernetes, AWS, Rails, MySql, PostgreSQL, Datadog, Redis",318463.17
"Front-End Software Engineer - Generative AI Series A startup - Hybrid, Boston","Evolution Recruitment Solutions, USA","Boston, MA",25/12/2023,Associate,"JavaScript, React.js, HTML, CSS, Git, Agile, Pair programming, Backend, API, UI, Frontend, Data processing, Analytics, Cloud computing, Fullstack engineering",284178.4075
"Software Data Engineer, Java",MassMutual,"Boston, MA",25/12/2023,Associate,"Python, Java, AWS, Apache Spark, Apache Kafka, REST, CI/CD, Unit testing, Integration testing, Load testing, Serverless architectures, Lambda, Glue, Big Data, Streaming, SQL, Redshift, Vertica, Snowflake, Data processing, Data pipelines, Data engineering, Data science, Agile development, Source control, Analytics databases, Relational databases",284178.4075
Embedded Software Engineer,Indigo Technologies,"Woburn, MA",25/12/2023,Associate,"Embedded Software Engineering, Firmware Development, Communications, ARMbased microcontrollers, C Programming, Electrical Circuits, Troubleshooting, Git, Code Review, Analysis, Validation, Release, Workplace Safety, APIs, ADCs, CAN, SPI, UART, I2C, Ethernet, Realtime Operating Systems, JTAG Debugging, MISRAC, CERTC, Jenkins, Bamboo, Automated Testing, Static Analysis, Source Code Management, Electrical Schematics, Electromechanical Systems, Python, C++, Linux",215202.5
Software Engineer II,LineVision,"Boston, MA",25/12/2023,Associate,"TypeScript, JavaScript, Python, C#, SQL, AWS, ObjectOriented Programming, Functional Programming, Algorithms, Data Structures, TimeSeries Data, HardwareSoftware Integration, IoT, Firmware, LowLevel Languages",284178.4075
Software Engineer II (Platform),LineVision,"Boston, MA",25/12/2023,Associate,"React, Python, Node.js, TypeScript, AWS, SQL, Lambda, Serverless Computing, ObjectOriented Programming, Functional Programming Paradigms, Algorithms, Data Structures, TimeSeries Data, RemoteTeam Collaboration, Communication, Data Visualization, Data Portal, API Development, Microservices, Documentation Creation, Technical Writing, Mentoring, Recruiting, Hiring, Cloud Computing, Software Development Trends",284178.4075
Software Engineer - Front End,Nift,"Boston, MA",25/12/2023,Mid senior,"Ruby on Rails, JavaScript, HTML5, Vue.js, Redis, PostgreSQL, RSpec, SQL, RESTful APIs, Distributed systems, Linux, Web application architecture, Agile methodologies, Unit testing, Git, AWS",278882.3975
Software Engineer - Frontend,"Gecko Robotics, Inc.","Boston, MA",25/12/2023,Mid senior,"Python, React, TypeScript, Google Cloud Platform, Enterprise software, Software design patterns, DevOps, User experience, Data visualization, Data processing, Predictive models, Machine learning, Artificial intelligence, Cloud computing, Software development, Software engineering, Backend services, Frontend development, Fullstack development, Agile development, Testdriven development, Continuous integration and continuous delivery, Version control, Git, Jira, Confluence, Slack, Google Meet, Zoom",278882.3975
Software Engineer - Backend,"Gecko Robotics, Inc.","Boston, MA",25/12/2023,Mid senior,"Python, React, TypeScript, Google Cloud Platform (GCP), API design, Data infrastructure, DevOps, Software development, Software design patterns, User experience design, Data visualization, Predictive modeling, Machine learning, Cloud computing, Databases, Agile development, Continuous integration/continuous delivery (CI/CD), Version control, Git",278882.3975
Software Engineer - Back End,Nift,"Boston, MA",25/12/2023,Mid senior,"Ruby on Rails, JavaScript, HTML5, Vue.js, Redis, PostgreSQL, SQL, AWS, RESTful APIs, Docker, Linux, CI/CD, Distributed systems, Software architecture, Unit testing, Database design, Performance tuning, System scaling",278882.3975
Full Stack Software Engineer,Topline Pro,"Boston, MA",25/12/2023,Mid senior,"Software Engineering, Web Application Development, JavaScript, React, Node.js, Typescript, Python, Tailwind, Django, CI/CD, PostgreSQL, Cloud Deployment, Agile Scrum, Problem Solving, Communication Skills",278882.3975
Software Developer,"Silverthread, Inc.","Boston, MA",25/12/2023,Mid senior,"Software Developer, Python, Flask, Git, Databases, Multiprocessing/Multithreading, Crossplatform Development, Technical Writing, Amazon Web Services, JavaScript  ES6, CSS/HTML5, React, Microsoft Installer, Pytest, Cypress, CEF GUI, Python, AWS",278882.3975
Sr Software Development Engineer in Test (SDET),Butlr,"Boston, MA",25/12/2023,Mid senior,"SDET, Java, Python, Bash, C++, C, Software development, CI/CD, Container based architectures, Microservice messaging, Large data systems, IoT, Kubernetes, Docker, Kafka, MQTT, Kinesis, SNS, API, Software engineer",278882.3975
"Sr. Software Engineer (AWS Cloud/JavaScript/TypeScript, Node And API's)",High Alpha,"Boston, MA",25/12/2023,Mid senior,"Web Application Development, Web Development, NodeJS, TypeScript, DynamoDB, AWS Serverless Architecture, AWS Cloud Development Kit (CDK), Svelte, DevOps, Realtime Data Processing, APIs",278882.3975
Sr. Software Engineer/Systems Developer,Glaukos Corporation,"Burlington, MA",25/12/2023,Mid senior,"C++, C#, Rust, Linux, Windows, REST, RPC, AWS, Azure, Git, IoT, Python, Computer Science, Electrical and Computer Engineering, Physics, Mathematics, Software Engineering, Algorithm Design, System Design, Network Programming, Socket Programming, Product Development, MultiThreaded Applications, Design Patterns, Architecture Patterns, OO Designs, Class II Medical Devices Software",221967.625
Senior Software Engineer,Chevron,"Midland, TX",25/12/2023,Mid senior,"Software Engineering, Cloud Computing, Data Engineering, Data Management, Software Development Lifecycle, Agile Methodologies (SAFe Scrum Kanban), Azure, Service Now, Jenkins, VSTS, APIfirst Design, Object Oriented Design, C#, C++, Angular, Node.js, SQL, R, Java, JavaScript, Python",301166.8115
Senior Software Engineer C#,MRC Networks Inc.,"Dorval, Quebec, Canada",25/12/2023,Associate,"C#, Software Development, Agile, Scrum, Object Oriented Design, Database Design, XML Schema, Visual Studio, SVN",322412.385
Principal Software Engineer,Planet Innovation,"Box Hill, Victoria, Australia",25/12/2023,Mid senior,"Software Architecture, C++, C#, Python, MicroPython, Containerisation, DevOps, AWS, Hardware Integration, Embedded Firmware, Computer Science, Software Engineering, Mechatronics, IEC62304, IEC62366, ISO13485, ISO14971",293179.4965
Software Developers (Baseline Security Clearance),Green Light Worldwide,"Rowville, Victoria, Australia",25/12/2023,Mid senior,"Java, NiFi, Ansible, Spring, Python, PostgreSQL, CI/CD, DevOps, Docker, Kubernetes, TSPV Clearance, Agile, Software Development, Software Engineering, Communication Skills",293179.4965
Software Developers (Baseline Security Clearance),Green Light Worldwide,"Rowville, Victoria, Australia",25/12/2023,Mid senior,"Java, NiFi, Ansible, Spring, Python, PostgreSQL, CI/CD, DevOps, Docker, Kubernetes, Software Engineering, Agile, Communication",293179.4965
Software Developers (Baseline Security Clearance),Green Light Worldwide,"Rowville, Victoria, Australia",25/12/2023,Mid senior,"Java, NiFi, Ansible, Spring, Python, PostgreSQL, CI/CD, DevOps, Docker, Kubernetes, Software Development, Agile, Software Engineer, Team Collaboration, Communication",293179.4965
Senior Software Engineer,Planet Innovation,"Box Hill, Victoria, Australia",25/12/2023,Mid senior,"Software Engineering, Software Development, Software Design, Coding, Testing, Debugging, Documentation, Technical Expertise, Project Outcomes, DevOps, Containerisation, AWS, Hardware Integration, Embedded Firmware, Computer Science, Software Engineering, Mechatronics, IEC62304, IEC62366, ISO13485, ISO14971, C++, C#, Python, MicroPython",293179.4965
Software Developers (Baseline Security Clearance),Green Light Worldwide,"Rowville, Victoria, Australia",25/12/2023,Mid senior,"Software Development, Java, NiFi, Ansible, Spring, Python, PostgreSQL, CI/CD, DevOps, Docker, Kubernetes, Agile, Software Engineer",293179.4965
Software System Architect,Planet Innovation,"Box Hill, Victoria, Australia",25/12/2023,Mid senior,"Software System Architecture, Software Design, Software Requirements, Technical Leadership, System Integration, Quality Assurance, Risk Management, Collaboration, Communication, Software Development, Containerization, DevOps, AWS, Azure, Hardware Integration, Software Integration, Medical Device Development, IEC62304, IEC62366, ISO13485, ISO14971",293179.4965
Senior/Staff Software Test Engineer,LeoStella,"Tukwila, WA",25/12/2023,Mid senior,"DevOps, TestOps, TDD, CI/CD, Linux, Buildroot, Yocto, Git, Atlassian, JIRA, Confluence, FPGA, Vivado, Libero, C, Embedded Linux, Python, C++, QEMU, Docker, Jenkins, Gitlab",199822.38
Staff/Principal Software Engineer - Subsystem Lead,LeoStella,"Tukwila, WA",25/12/2023,Mid senior,"C/C++, Python, Embedded Linux, Buildroot, Yocto, Xilinx, Ultrascale+, ZCU102, KV/KR260, FPGA, Real Time Operating Systems, FreeRTOS, Boot loaders, uboot, Barebox, SpaceWire, ADCS, GPS, Radios, RW, MRM, TR, ST, Optical payloads, SWIL, HWIL, Test Automation, Cryptography",199822.38
Sr. Embedded Software Developer,Digital Control Incorporated,"Kent, WA",25/12/2023,Mid senior,"Embedded software development, C++, Linux Operating Systems, Unit testing, Data structures, Algorithms, Network programming, TCP, UDP, Sockets, REST, Bluetooth, WiFi, Agile development, Jenkins Continuous Integration, Make, Google Test, Python, Golang, Qt stack, Linux kernel development, Device trees, Driver modification, Backporting, Bootloader customization",318062.7305
Sr. Embedded Software Developer,Professional Diversity Network,"Kent, WA",25/12/2023,Mid senior,"Embedded software development, C++, Linux Operating Systems, Debian, Unit testing, SDETs, Python, Golang, Data structures, Algorithms, Network programming, TCP, UDP, Sockets, REST, Bluetooth, WiFi, Device drivers, Linux kernel development, Device trees, Driver modification, Backporting, Qt stack, Scrum, Kanban, Agile development",318062.7305
Senior Backend Software Development Engineer,Stoke Space,"Kent, WA",25/12/2023,Mid senior,"Software development, Backend systems, APIs, Cloud computing, Message queues (MQ), Containerization technologies, Web development, Full stack development, CI/CD pipelines, Deployment pipelines, Software engineering, System operations, Distributed systems, Communication skills, Interpersonal skills, Leadership skills, Mentoring skills",318062.7305
Sr. Embedded Software Engineer (FT),Patrick Allen Group,"Kent, WA",25/12/2023,Mid senior,"Embedded Software Development, C++, Linux Operating Systems, Debian Distribution, Unit Testing, SDETs/QA, Lab Tools, Concurrency, Jenkins Continuous Integration, Make, Google Test, Python, Golang, Network Programming, TCP, UDP, Sockets, REST, Standard Bluetooth, BLE Bluetooth, WiFi, Linux Kernel Development, Device Trees, Driver Modification, Backporting, Bootloader Customization, Qt Stack, Agile Development",318062.7305
Senior Full Stack Software Engineer,Collinear Group,"Renton, WA",25/12/2023,Mid senior,"Software Development, NodeJS, Express, NestJS, AngularJS, ReactJS, Aerospace, Linux, Ubuntu, CentOS, Async/Await",314647.235
Principal Staff Software Engineer,Averro,"Tukwila, WA",25/12/2023,Mid senior,"C/C++, Python, Linux, Buildroot, Yocto, Embedded Systems, FPGA, RealTime Operating Systems (RTOS), FreeRTOS, Boot Loaders, UBoot, Barebox, Satellite Subsystems, ADCS, GPS, Radios, Reaction Wheels, Magnetic Torquers, Thrusters, Sun Sensors, Optical Payloads, SoftwareintheLoop (SWIL) Testing, HardwareintheLoop (HWIL) Testing, Test Automation, Cryptography, SpaceWire",199822.38
Senior Software Engineer (Rust),FS Studio,"Kent, WA",25/12/2023,Mid senior,"Rust, C++, Python, GIT, MATLAB, Agile, DO254, Avionics, Aerospace, Aerospace Engineering, Electrical Engineering, Computer Engineering, Software Development, Integration, Systems Engineering, Testing, Debugging, Troubleshooting, Hardware, Analog, Digital, DAQ, Sensors, Linear Variable Differential Transformers, Resistance Temperature Detectors, Thermocouples, Pressure Transducers, Resolvers, Microcontrollers",318062.7305
Senior Software Engineer (Rust),FS Studio,"Kent, WA",25/12/2023,Mid senior,"Rust, C++, Python, C, GIT, MATLAB, Microcontrollers, DO254, Electronics, Agile",318062.7305
"Embedded Linux Software Engineer, Sr. I",Meteorcomm,"Renton, WA",25/12/2023,Mid senior,"Agile, Scrum, Linux, C, C++, Embedded Linux, C++/STL, OOP, SOLID, Monitoring tools, Linux OS, Communication networks, Wireless communications, Real time operating systems, Protocol stacks, TCP/IP, Xlinix SOC family processor, DHCP, UDP, TCP",314647.235
Scala Software Engineer,Verneek,"New York, United States",25/12/2023,Associate,"Scala, ZIO, Java, MySQL, PostgreSQL, MongoDB, Distributed computing, Message queuing, Functional programming, Software design principles",322057.56
C++ Software Engineer,Chicago Trading Company,"New York, United States",25/12/2023,Associate,"C++, C++20, Low Latency Development, Performance Investigation Tools, Multithreaded Programming, Distributed Application Architecture",322427.795
Software Developer Manager,Comtron,"New York, United States",25/12/2023,Mid senior,"C programming, DevOps, Requirements Analysis, Software Engineering, LIS (Laboratory Information System), Healthcare IT, Quality Assurance, Testing, Compliance, Security, Communication, Collaboration",297758.764
Software Architect,Sony,"New York, United States",25/12/2023,Mid senior,"Cloud computing, AWS, RESTFul, GraphQL, RDBMS, KeyValue Stores, SearchIndex, Object Storage, Unit testing, Integration testing, Endtoend testing, DevSecOps, Continuous integration, Continuous delivery, CRM, ERP, IT Service Management, Data Warehouse, Data Lake, Data Engineering, React, iOS, Android, Crossplatform frameworks, JavaScript",297758.764
Senior Software Engineer,Glocomms,"New York, United States",25/12/2023,Mid senior,"Python, Data Pipelines, Microservices, Cloud Systems, Backend Frameworks, MongoDB, API Development",297758.764
Senior Software Engineer | Backend,Ramp,"New York, United States",25/12/2023,Mid senior,"Scalable Backend Systems, Engineering Processes, Interviewing, Mentoring, Agile development, Product Development, Software Design, Recruitment",297758.764
Senior Software Engineer | Frontend,Ramp,"New York, United States",25/12/2023,Mid senior,"JavaScript, TypeScript, React, Styled Components, Vite, Vite CLI, Git",297758.764
"Principal Software Engineer, Backend - Lose It!",Everyday Health Group,"New York, United States",25/12/2023,Mid senior,"Java, Kotlin, SQL, Redis, Web Servers, Message Queues, AWS, Azure, GCP, Cloud Computing, Leadership, Communication, ProblemSolving, OnCall Rotation, ConsumerFacing Apps, Backend Services, Product Development Lifecycle, Agile Methodology",297758.764
"Software Engineer, Front-End (Security Foundations)",Grammarly,"New York, United States",25/12/2023,Mid senior,"ReactJS, JavaScript, Frontend development, User experience design, Product management, Data science, Agile development, Software engineering, Cloud computing",297758.764
Lead Software Data Engineer,Space Executive,"New York, United States",25/12/2023,Mid senior,"Python, Spark, SQL, JSON, Django, FastAPI, Azure, AWS, Kubernetes, GCP, Data Science, Data Analytics, Data Cleansing, Data Enrichment, Machine Learning Models, LLMs, CI/CD Pipelines, React, ChatGPT Implementation for API, NLP",296411.624
"Staff Software Engineer, Machine Learning",owl.co,"New York, United States",25/12/2023,Mid senior,"Machine learning, Natural language processing, NLPdriven software engineering, Python, pandas, NumPy, seaborn, scikitlearn, SQL, A/B testing, Statistical analysis, Applied ML theory and practice, AWS data services, Glue, Athena, QuickSight",297758.764
"Senior Software Engineer, Machine Learning",owl.co,"New York, United States",25/12/2023,Mid senior,"Software Engineering, Machine Learning, NLP, Data Analysis, Experimentation, Code Quality, Maintainability, Scalability, Pandas, NumPy, Seaborn, Scikitlearn, SQL, A/B Testing, Statistical Analysis, Applied ML Theory, Practice, AWS Data Services, Glue, Athena, QuickSight",297758.764
"Senior Software Engineer, Backend - Trading Platform",Clear Street,"New York, United States",25/12/2023,Mid senior,"Java, Spring Boot, React, Python, R, ETL, Analytics, Postgres, Kafka, Distributed Systems, Multithreading, Concurrency, Docker, Kubernetes, AWS, Cloud Native, Trading Applications, Securities Finance, Securities Lending, Spring Security, OAuth, RBAC, ContractFirst Development, PublicFacing API",297758.764
Staff Software Engineer,Big Cloud,"New York, United States",25/12/2023,Mid senior,"Data engineering, Data science, Machine learning, Software engineering, OOP, Functional programming, Python, SQL, Cloud deployment, AWS, Azure, GCP, Kubernetes, Databricks, Spark, CI/CD pipelines, Azure DevOps, GitLab, Travis, Jenkins",296411.624
Senior Software Engineer,Algo Capital Group,"New York, United States",25/12/2023,Mid senior,"C++, Linux, Git, STL, Boost, Algorithms, Data Structures, Distributed Systems, Concurrency, HighFrequency Trading, Risk Management, Trade Reporting, Market Data Feed Processing, Application Performance, Integrity and Reliability, UpTime, Logging and Traceability, Strategy Development, Low Latency Trading System Performance, Market Data Utilization, Research Resource Utilization, Deployment, Performance Optimizations, Implementation Refactoring, Operating Systems Updates, Library Updates, Internal Framework Updates, New Technology Evaluation, Technology Stack Improvement",297758.764
Senior Software Engineer,Capgemini,"New York, United States",25/12/2023,Mid senior,"HTML5, CSS3, LESS, SASS, Web forms, MVC, CMS, Visual Studio, ASP.net, C#, .Net Core, IIS, Objectoriented programming, Class inheritance, Debugging, Agile development methodologies, TDD, XP, Continuous integration, Unit testing, Multithreading",297758.764
"Senior Software Engineer, Emerging Products (AI/LLM)",Formation Bio,"New York, United States",25/12/2023,Mid senior,"AI, LLM, Software Development, Cloud Infrastructure, Containerization, CI/CD, Machine Learning, AWS, Azure, GCP",297758.764
Senior Software Development Engineer,Genesys,"New York, United States",25/12/2023,Mid senior,"React, Ember, Angular, Typescript, Elm, Web Components, JavaScript, Computer Science, HIPAA, Unit testing, Integration testing, Acceptance testing, Cloudbased contactcenter, Communications platform, Frontend web development",297758.764
Senior Software Engineer,Oracle,"New York, United States",25/12/2023,Mid senior,"Objectoriented design, Data structures, Algorithm design, Java, C++, C#, JavaScript, Go, Microservices, Distributed systems, Cloud computing, Scalability, High availability",297758.764
Embedded Software Engineer,Osmii,"New York, United States",25/12/2023,Mid senior,"Embedded Software Development, C/C++, Linux, Webbased API Technologies (REST WebSocket JSON), Hardware Interfaces (I2C SPI PWM CAN UART USB ADC DAC Ethernet MODBUS), Requirements Specification, Architecture Design, Implementation, Integration, Testing, Configuration Management, Bug Tracking, Realtime Operating Systems, Electric Vehicles, Charging Systems, MISRA C Software Development Guidelines",297758.764
Senior Software Systems Engineer - Canton Network,Digital Asset,"New York, United States",25/12/2023,Mid senior,"Distributed ledger technology (DLT), Blockchain, Java, Scala, Haskell, DevOps, CI/CD, Functional programming, Scrum, Git, AWS, Windows, Linux, SQL, NoSQL, Agile, DevOps",297758.764
Software Engineer,Ansible Motion,"Norwich, England, United Kingdom",25/12/2023,Associate,"Software Engineering, Model Based Development (MDB), MATLAB, Simulink, Physics Modelling, Software Design, Software Development, Software Maintenance, Performance Optimization, HighQuality Code, Efficient Code, Maintainable Code, MathWorks Toolchain, Troubleshooting, Debugging, Root Cause Analysis, PhysicsBased Tools, System Modelling, Multitasking, Prioritization, Organization, ProblemSolving, Attention to Detail, Technical Communication",318173.405
Software Developer,TEC Partners - Technical Recruitment Specialists,"Norwich, England, United Kingdom",25/12/2023,Associate,".NET, C#, SQL, Microservices, AWS, Docker",317522.115
Software Engineer,TEC Partners - Technical Recruitment Specialists,"Norwich, England, United Kingdom",25/12/2023,Associate,".NET Development, C#, ASP.NET, SQL, HTML, CSS, JavaScript, Git, Agile, Scrum, Teamwork, Communication, Problem Solving",318173.405
Software Engineer,Langham Recruitment,"Norwich, England, United Kingdom",25/12/2023,Mid senior,"MATLAB, Simulink, Model Based Development (MBD), Software Development, Performance Optimization, Physics Modelling, ProblemSolving, Attention to Detail, RealWorld Systems",304765.4874
Lead Software Engineer,ALTEN LTD - UK,"Norwich, England, United Kingdom",25/12/2023,Mid senior,"Software Engineering, Software Development, Project Management, Bohemian Interactive VBS3, Bohemian Interactive VBS4, Virtual Battle Space System, 3D Modeling, Embedded Systems, Standalone Applications, Degree in Engineering",304765.4874
Senior Software Engineer,Morgan Jones,"Gillingham, England, United Kingdom",25/12/2023,Mid senior,"Software Engineering, Electronics, C programming, Embedded systems, Realtime systems, IBM Rational ClearCase, Unity (Plastic) SCM, QAC, Lauterbach, CCP, NCA, ATI, Python, Perl, Automotive SPICE (ASPICE), ISO26262",304765.4874
Senior Software Engineer,PHINIA,"Gillingham, England, United Kingdom",25/12/2023,Mid senior,"C, Configuration management tools, Activity management tools, Embedded software, Realtime debugging, Static analysis, Data acquisition systems, CAN UDS J1939, MATLAB Simulink/Stateflow, PERL/Python, AutoSAR, ASPICE V3.0, ISO26262, Multicore, Agile, V cycle, MISRA, Lauterbach, IBM Rational ClearCASE, Unity Plastic SCM, QAC, INCA, ATi, ClearQUEST, Jira",304765.4874
Lead Engineer - Embedded Software - contingent,Group Lotus,"Hethel, England, United Kingdom",25/12/2023,Mid senior,"C, Engine Management, Automotive Powertrain, Powertrain Controls, Engine Controls, Transmission Control, Calibration, ECU, I/O, DoE, Combustion Engine",304765.4874
Senior Software Engineer,Shared Services Connected Ltd,"Norfolk, England, United Kingdom",25/12/2023,Mid senior,"Software Development, Azure, .NET Framework, Logic Apps, C#, Visual Studio, SQL Server, Stakeholder Management, Coaching, Mentoring, Thirdparty Collaboration",304765.4874
Senior Software Engineer,TEC Partners - Technical Recruitment Specialists,"Norwich, England, United Kingdom",25/12/2023,Mid senior,"C#, .NET, SQL, Microservices, AWS, Docker",304765.4874
Senior Software Engineer,Sopra Steria,"Norwich, England, United Kingdom",25/12/2023,Mid senior,"MS Full Stack development, Azure, .NET framework, Logic Apps, C#, Visual Studio, SQL Server, Stakeholder management, Coaching, Mentoring, Agile, Scrum, Jira, Git, GitHub, AWS, Python, JavaScript, React, Node.js",304765.4874
Senior Software Developer,TEC Partners - Technical Recruitment Specialists,"Norwich, England, United Kingdom",25/12/2023,Mid senior,".NET, C#, SQL, Microservices, AWS, Docker",304765.4874
Technical Architect - Software (Mid-Senior Level),ERM,"Norwich, England, United Kingdom",25/12/2023,Mid senior,"Cloud architecture, Software design, Software development, Scalability, Performance, Security, Integration, Microservices, AWS, Azure, GCP, JIRA, Trello, Git, Terraform, CDK, CloudFormation, Python, JavaScript, TypeScript, Automation, Agile methodologies, Problemsolving, Analytical skills, Leadership, Communication, Collaboration",304765.4874
Patent Agent / Computer Science / Software CS / DC 20005 2567-LI,IP Recruiter Group,"Washington, DC",25/12/2023,Associate,"Patent Agent, Computer Science, Computer Engineering, Software Engineering, Cryptography, Blockchain, Artificial Intelligence, Enterprise Application, Mobile Application, Database, Web Service, Cloud Service, Operating System, Software User Interface, Open Source, 3D Graphics, Grid Computing, Networking, Telecommunications, Network Protocol, IEEE Standards, Network Security, Software Engineer, USPTO Attorney, US Patent Agent, Patent Bar, USPTO",295956.14
Software Verification and Validation Administrator,GovCIO,"Quantico, VA",25/12/2023,Associate,"Software Testing, Software Verification, Software Validation, Automated Testing, User Acceptance Testing, Government Acceptance Testing, Test Cases, Test Database, Automation Scripts, Software Bugs, Test Plans, Test Procedures, EndUser Interfaces, System Functionality, Microsoft Office Suite, Agile Development, Microsoft Test Manager, Microsoft Team Foundation Server, Microsoft Access, SharePoint, VMware, Top Secret Clearance",197406.92
Patent Attorney / Agent / Electrical / Software VA 22314 2201-LI,IP Recruiter Group,"Alexandria, VA",25/12/2023,Associate,"Patent preparation, Patent prosecution, Opinions, Client counseling, Claim drafting, Prosecution experience, USPTO registration, State bar, Electrical engineering, Computer engineering, Software patents, Electrical patents, Computer science, Networking, Telecommunications, IEEE, Software engineering, Semiconductors, Circuits, Biomedical, Patent law, Virginia attorney",212490.795
